"","p1","p2","cross","reciprocal","cross_numb","reciprocal_numb","Heading","Height","TestWeight","Yield","DON","FDK","merit","ranking","relativeProfit"
"548","14","18","IL19-13942 x US16-IL-063-063","US16-IL-063-063 x IL19-13942","14 x 18","18 x 14",129.97,35.42,57.84,81.53,1.09,11.99,399.38,657,-10.39
"549","14","27","IL19-13942 x US16-IL-064-095","US16-IL-064-095 x IL19-13942","14 x 27","27 x 14",130.74,36.45,58.36,83.04,0.97,8.75,409.45,372,-0.32
"550","14","34","IL19-13942 x US17-IL-108-039","US17-IL-108-039 x IL19-13942","14 x 34","34 x 14",132.87,36.18,58.04,85.5,1.04,10.64,408.12,414,-1.65
"551","14","39","IL19-13942 x US17-IL-108-070","US17-IL-108-070 x IL19-13942","14 x 39","39 x 14",132.03,36.79,58.59,83.25,0.99,11.45,402.24,600,-7.53
"552","7","4","IL19-13978 x IL19-14617","IL19-14617 x IL19-13978","7 x 4","4 x 7",128.96,36.54,58.2,85.05,1.21,11.01,421.41,76,11.64
"553","7","1","IL19-13978 x IL19-14856","IL19-14856 x IL19-13978","7 x 1","1 x 7",129.36,37.15,58.07,85.92,1.02,8.19,428.64,20,18.87
"554","7","38","IL19-13978 x IL19-15327","IL19-15327 x IL19-13978","7 x 38","38 x 7",131.32,37.41,57.93,84.28,1.01,7.43,411.46,294.5,1.69
"555","7","8","IL19-13978 x IL19-18153","IL19-18153 x IL19-13978","7 x 8","8 x 7",131.3,35.96,58.27,84.98,1,9.37,414.71,187,4.94
"556","7","30","IL19-13978 x IL19-18837","IL19-18837 x IL19-13978","7 x 30","30 x 7",131.69,35.87,58.07,83.32,0.93,8.01,407.4,438.5,-2.37
"557","7","32","IL19-13978 x IL19-21760","IL19-21760 x IL19-13978","7 x 32","32 x 7",130.74,35.68,57.89,83.05,0.93,11.26,406.63,470,-3.14
"558","7","10","IL19-13978 x IL19-22757","IL19-22757 x IL19-13978","7 x 10","10 x 7",130.88,36.78,58.77,83.19,1.07,10.12,406.87,458.5,-2.9
"559","7","31","IL19-13978 x IL19-23833","IL19-23833 x IL19-13978","7 x 31","31 x 7",131.68,37.13,58.49,84.6,1.05,11,409.2,381,-0.57
"560","7","28","IL19-13978 x IL19-27565","IL19-27565 x IL19-13978","7 x 28","28 x 7",131.81,37.52,59.12,82.74,0.82,6.42,406.99,456,-2.78
"561","7","35","IL19-13978 x IL19-3505","IL19-3505 x IL19-13978","7 x 35","35 x 7",130.38,37.05,58.18,84.01,0.92,7.3,417.43,125,7.66
"562","7","20","IL19-13978 x IL19-3528","IL19-3528 x IL19-13978","7 x 20","20 x 7",130.37,37.29,58.17,83.61,0.95,8.19,414.54,191.5,4.77
"563","7","19","IL19-13978 x IL19-6946","IL19-6946 x IL19-13978","7 x 19","19 x 7",130.98,36.5,58.17,84.85,1.32,12.48,408.21,413,-1.56
"564","7","6","IL19-13978 x US16-IL-061-032","US16-IL-061-032 x IL19-13978","7 x 6","6 x 7",130.84,37.29,58.17,82.78,1.37,12.72,398.63,669.5,-11.14
"565","7","13","IL19-13978 x US16-IL-062-031","US16-IL-062-031 x IL19-13978","7 x 13","13 x 7",129.82,36.53,59.05,83.95,1.22,9.94,412.97,238,3.2
"566","7","29","IL19-13978 x US16-IL-062-109","US16-IL-062-109 x IL19-13978","7 x 29","29 x 7",131.53,36.43,58.25,84.86,1.25,10.71,408.05,416.5,-1.72
"567","7","18","IL19-13978 x US16-IL-063-063","US16-IL-063-063 x IL19-13978","7 x 18","18 x 7",130.42,35.65,58.03,82,1.22,13.66,398.9,663,-10.87
"568","7","27","IL19-13978 x US16-IL-064-095","US16-IL-064-095 x IL19-13978","7 x 27","27 x 7",131.19,36.69,58.54,83.51,1.1,10.41,406.29,476,-3.48
"569","7","34","IL19-13978 x US17-IL-108-039","US17-IL-108-039 x IL19-13978","7 x 34","34 x 7",133.32,36.41,58.23,85.97,1.17,12.3,404.84,525,-4.93
"570","7","39","IL19-13978 x US17-IL-108-070","US17-IL-108-070 x IL19-13978","7 x 39","39 x 7",132.48,37.02,58.77,83.72,1.11,13.11,399.05,661,-10.72
"571","4","1","IL19-14617 x IL19-14856","IL19-14856 x IL19-14617","4 x 1","1 x 4",128.74,37.16,57.89,89.17,1.2,10.04,439.83,2,30.06
"572","4","38","IL19-14617 x IL19-15327","IL19-15327 x IL19-14617","4 x 38","38 x 4",130.7,37.42,57.75,87.54,1.19,9.27,421.52,73,11.75
"573","4","8","IL19-14617 x IL19-18153","IL19-18153 x IL19-14617","4 x 8","8 x 4",130.68,35.96,58.09,88.24,1.19,11.21,427.95,24,18.18
"574","4","30","IL19-14617 x IL19-18837","IL19-18837 x IL19-14617","4 x 30","30 x 4",131.07,35.88,57.89,86.57,1.11,9.86,418.92,109,9.15
"575","4","32","IL19-14617 x IL19-21760","IL19-21760 x IL19-14617","4 x 32","32 x 4",130.12,35.69,57.7,86.3,1.11,13.11,416.72,143,6.95
"576","4","10","IL19-14617 x IL19-22757","IL19-22757 x IL19-14617","4 x 10","10 x 4",130.26,36.79,58.59,86.45,1.26,11.97,420.14,92,10.37
"577","4","31","IL19-14617 x IL19-23833","IL19-23833 x IL19-14617","4 x 31","31 x 4",131.06,37.14,58.31,87.86,1.24,12.85,422.38,65,12.61
"578","4","28","IL19-14617 x IL19-27565","IL19-27565 x IL19-14617","4 x 28","28 x 4",131.19,37.53,58.93,85.99,1.01,8.27,420.54,87.5,10.77
"579","4","35","IL19-14617 x IL19-3505","IL19-3505 x IL19-14617","4 x 35","35 x 4",129.76,37.06,57.99,87.27,1.1,9.15,430.72,13,20.95
"580","4","20","IL19-14617 x IL19-3528","IL19-3528 x IL19-14617","4 x 20","20 x 4",129.75,37.3,57.99,86.87,1.13,10.04,427.74,27,17.97
"581","4","19","IL19-14617 x IL19-6946","IL19-6946 x IL19-14617","4 x 19","19 x 4",130.36,36.51,57.99,88.11,1.5,14.32,421,82,11.23
"582","4","6","IL19-14617 x US16-IL-061-032","US16-IL-061-032 x IL19-14617","4 x 6","6 x 4",130.22,37.3,57.98,86.04,1.55,14.57,411.37,301,1.6
"583","4","13","IL19-14617 x US16-IL-062-031","US16-IL-062-031 x IL19-14617","4 x 13","13 x 4",129.2,36.54,58.87,87.2,1.4,11.78,426.11,37,16.34
"584","4","29","IL19-14617 x US16-IL-062-109","US16-IL-062-109 x IL19-14617","4 x 29","29 x 4",130.91,36.44,58.07,88.12,1.43,12.55,421.11,79,11.34
"585","4","18","IL19-14617 x US16-IL-063-063","US16-IL-063-063 x IL19-14617","4 x 18","18 x 4",129.8,35.66,57.84,85.25,1.4,15.5,409.33,378,-0.44
"586","4","27","IL19-14617 x US16-IL-064-095","US16-IL-064-095 x IL19-14617","4 x 27","27 x 4",130.57,36.69,58.36,86.77,1.28,12.25,419.51,102,9.74
"587","4","34","IL19-14617 x US17-IL-108-039","US17-IL-108-039 x IL19-14617","4 x 34","34 x 4",132.7,36.42,58.04,89.23,1.35,14.14,417.85,116,8.08
"588","4","39","IL19-14617 x US17-IL-108-070","US17-IL-108-070 x IL19-14617","4 x 39","39 x 4",131.86,37.03,58.59,86.98,1.29,14.96,412.19,268,2.42
"589","1","38","IL19-14856 x IL19-15327","IL19-15327 x IL19-14856","1 x 38","38 x 1",131.11,38.03,57.61,88.4,1,6.46,426.5,34,16.73
"590","1","8","IL19-14856 x IL19-18153","IL19-18153 x IL19-14856","1 x 8","8 x 1",131.08,36.57,57.95,89.1,0.99,8.4,434.55,5,24.78
"591","1","30","IL19-14856 x IL19-18837","IL19-18837 x IL19-14856","1 x 30","30 x 1",131.47,36.49,57.76,87.44,0.92,7.04,423.91,52,14.14
"592","1","32","IL19-14856 x IL19-21760","IL19-21760 x IL19-14856","1 x 32","32 x 1",130.52,36.3,57.57,87.16,0.92,10.29,421.65,72,11.88
"593","1","10","IL19-14856 x IL19-22757","IL19-22757 x IL19-14856","1 x 10","10 x 1",130.66,37.39,58.45,87.31,1.06,9.15,427.44,29,17.67
"594","1","31","IL19-14856 x IL19-23833","IL19-23833 x IL19-14856","1 x 31","31 x 1",131.46,37.74,58.17,88.72,1.05,10.03,429.77,17,20
"595","1","28","IL19-14856 x IL19-27565","IL19-27565 x IL19-14856","1 x 28","28 x 1",131.59,38.13,58.8,86.85,0.81,5.45,427.88,26,18.11
"596","1","35","IL19-14856 x IL19-3505","IL19-3505 x IL19-14856","1 x 35","35 x 1",130.16,37.66,57.86,88.13,0.91,6.33,435.75,3,25.98
"597","1","20","IL19-14856 x IL19-3528","IL19-3528 x IL19-14856","1 x 20","20 x 1",130.15,37.9,57.86,87.73,0.94,7.22,432.75,8,22.98
"598","1","19","IL19-14856 x IL19-6946","IL19-6946 x IL19-14856","1 x 19","19 x 1",130.76,37.12,57.86,88.97,1.31,11.5,425.96,38,16.19
"599","1","6","IL19-14856 x US16-IL-061-032","US16-IL-061-032 x IL19-14856","1 x 6","6 x 1",130.62,37.91,57.85,86.9,1.36,11.75,416.24,154,6.47
"600","1","13","IL19-14856 x US16-IL-062-031","US16-IL-062-031 x IL19-14856","1 x 13","13 x 1",129.61,37.14,58.74,88.06,1.21,8.97,433.43,7,23.66
"601","1","29","IL19-14856 x US16-IL-062-109","US16-IL-062-109 x IL19-14856","1 x 29","29 x 1",131.31,37.04,57.93,88.98,1.24,9.73,427.29,30,17.52
"602","1","18","IL19-14856 x US16-IL-063-063","US16-IL-063-063 x IL19-14856","1 x 18","18 x 1",130.21,36.26,57.71,86.11,1.21,12.68,414.17,199,4.4
"603","1","27","IL19-14856 x US16-IL-064-095","US16-IL-064-095 x IL19-14856","1 x 27","27 x 1",130.97,37.3,58.23,87.63,1.09,9.44,426.83,32,17.06
"604","1","34","IL19-14856 x US17-IL-108-039","US17-IL-108-039 x IL19-14856","1 x 34","34 x 1",133.1,37.02,57.91,90.09,1.16,11.32,423.65,54.5,13.88
"605","1","39","IL19-14856 x US17-IL-108-070","US17-IL-108-070 x IL19-14856","1 x 39","39 x 1",132.27,37.63,58.46,87.84,1.1,12.14,419.5,103,9.73
"606","38","8","IL19-15327 x IL19-18153","IL19-18153 x IL19-15327","38 x 8","8 x 38",133.04,36.84,57.81,87.47,0.98,7.64,416.13,158,6.36
"607","38","30","IL19-15327 x IL19-18837","IL19-18837 x IL19-15327","38 x 30","30 x 38",133.43,36.75,57.62,85.8,0.91,6.28,405.53,503.5,-4.24
"608","38","32","IL19-15327 x IL19-21760","IL19-21760 x IL19-15327","38 x 32","32 x 38",132.48,36.56,57.43,85.53,0.91,9.53,403.38,569,-6.39
"609","38","10","IL19-15327 x IL19-22757","IL19-22757 x IL19-15327","38 x 10","10 x 38",132.62,37.66,58.31,85.68,1.05,8.39,411.46,294.5,1.69
"610","38","31","IL19-15327 x IL19-23833","IL19-23833 x IL19-15327","38 x 31","31 x 38",133.42,38.01,58.03,87.09,1.03,9.27,413.8,211,4.03
"611","38","28","IL19-15327 x IL19-27565","IL19-27565 x IL19-15327","38 x 28","28 x 38",133.55,38.4,58.66,85.22,0.8,4.69,411.77,279.5,2
"612","38","35","IL19-15327 x IL19-3505","IL19-3505 x IL19-15327","38 x 35","35 x 38",132.12,37.93,57.72,86.5,0.9,5.57,417.32,127,7.55
"613","38","20","IL19-15327 x IL19-3528","IL19-3528 x IL19-15327","38 x 20","20 x 38",132.11,38.17,57.72,86.1,0.93,6.46,414.35,195,4.58
"614","38","19","IL19-15327 x IL19-6946","IL19-6946 x IL19-15327","38 x 19","19 x 38",132.72,37.38,57.72,87.34,1.3,10.74,407.71,426,-2.06
"615","38","6","IL19-15327 x US16-IL-061-032","US16-IL-061-032 x IL19-15327","38 x 6","6 x 38",132.58,38.17,57.71,85.27,1.35,10.99,398.05,683.5,-11.72
"616","38","13","IL19-15327 x US16-IL-062-031","US16-IL-062-031 x IL19-15327","38 x 13","13 x 38",131.56,37.41,58.6,86.43,1.2,8.2,417.5,120,7.73
"617","38","29","IL19-15327 x US16-IL-062-109","US16-IL-062-109 x IL19-15327","38 x 29","29 x 38",133.27,37.31,57.79,87.35,1.23,8.97,408.96,390,-0.81
"618","38","18","IL19-15327 x US16-IL-063-063","US16-IL-063-063 x IL19-15327","38 x 18","18 x 38",132.16,36.53,57.57,84.48,1.2,11.92,396.01,708,-13.76
"619","38","27","IL19-15327 x US16-IL-064-095","US16-IL-064-095 x IL19-15327","38 x 27","27 x 38",132.93,37.57,58.09,86,1.08,8.67,410.86,322,1.09
"620","38","34","IL19-15327 x US17-IL-108-039","US17-IL-108-039 x IL19-15327","38 x 34","34 x 38",135.06,37.29,57.77,88.46,1.15,10.56,405.31,509.5,-4.46
"621","38","39","IL19-15327 x US17-IL-108-070","US17-IL-108-070 x IL19-15327","38 x 39","39 x 38",134.23,37.9,58.32,86.21,1.09,11.38,403.57,560,-6.2
"622","8","30","IL19-18153 x IL19-18837","IL19-18837 x IL19-18153","8 x 30","30 x 8",133.41,35.29,57.96,86.5,0.9,8.22,413.46,222,3.69
"623","8","32","IL19-18153 x IL19-21760","IL19-21760 x IL19-18153","8 x 32","32 x 8",132.45,35.11,57.77,86.23,0.9,11.47,411.25,307,1.48
"624","8","10","IL19-18153 x IL19-22757","IL19-22757 x IL19-18153","8 x 10","10 x 8",132.59,36.2,58.65,86.37,1.05,10.33,413.51,220,3.74
"625","8","31","IL19-18153 x IL19-23833","IL19-23833 x IL19-18153","8 x 31","31 x 8",133.39,36.55,58.37,87.78,1.03,11.21,415.83,164,6.06
"626","8","28","IL19-18153 x IL19-27565","IL19-27565 x IL19-18153","8 x 28","28 x 8",133.52,36.94,59,85.92,0.8,6.63,413.88,210,4.11
"627","8","35","IL19-18153 x IL19-3505","IL19-3505 x IL19-18153","8 x 35","35 x 8",132.09,36.47,58.06,87.19,0.9,7.51,424.23,46,14.46
"628","8","20","IL19-18153 x IL19-3528","IL19-3528 x IL19-18153","8 x 20","20 x 8",132.08,36.71,58.06,86.79,0.92,8.4,421.3,77,11.53
"629","8","19","IL19-18153 x IL19-6946","IL19-6946 x IL19-18153","8 x 19","19 x 8",132.69,35.92,58.06,88.03,1.29,12.68,414.64,188,4.87
"630","8","6","IL19-18153 x US16-IL-061-032","US16-IL-061-032 x IL19-18153","8 x 6","6 x 8",132.56,36.72,58.05,85.97,1.34,12.93,405.01,520.5,-4.76
"631","8","13","IL19-18153 x US16-IL-062-031","US16-IL-062-031 x IL19-18153","8 x 13","13 x 8",131.54,35.95,58.94,87.13,1.19,10.14,419.52,101,9.75
"632","8","29","IL19-18153 x US16-IL-062-109","US16-IL-062-109 x IL19-18153","8 x 29","29 x 8",133.24,35.85,58.13,88.05,1.22,10.91,414.57,190,4.8
"633","8","18","IL19-18153 x US16-IL-063-063","US16-IL-063-063 x IL19-18153","8 x 18","18 x 8",132.14,35.07,57.91,85.18,1.19,13.86,403.79,553,-5.98
"634","8","27","IL19-18153 x US16-IL-064-095","US16-IL-064-095 x IL19-18153","8 x 27","27 x 8",132.9,36.11,58.43,86.69,1.07,10.61,412.9,242,3.13
"635","8","34","IL19-18153 x US17-IL-108-039","US17-IL-108-039 x IL19-18153","8 x 34","34 x 8",135.03,35.83,58.11,89.16,1.14,12.5,411.37,301,1.6
"636","8","39","IL19-18153 x US17-IL-108-070","US17-IL-108-070 x IL19-18153","8 x 39","39 x 8",134.2,36.44,58.66,86.9,1.09,13.32,405.59,502,-4.18
"637","30","32","IL19-18837 x IL19-21760","IL19-21760 x IL19-18837","30 x 32","32 x 30",132.85,35.02,57.57,84.57,0.83,10.11,400.71,633,-9.06
"638","30","10","IL19-18837 x IL19-22757","IL19-22757 x IL19-18837","30 x 10","10 x 30",132.99,36.12,58.46,84.71,0.97,8.97,406.26,477.5,-3.51
"639","30","31","IL19-18837 x IL19-23833","IL19-23833 x IL19-18837","30 x 31","31 x 30",133.79,36.47,58.18,86.12,0.95,9.85,408.63,398,-1.14
"640","30","28","IL19-18837 x IL19-27565","IL19-27565 x IL19-18837","30 x 28","28 x 30",133.92,36.86,58.8,84.26,0.72,5.27,406.49,473,-3.28
"641","30","35","IL19-18837 x IL19-3505","IL19-3505 x IL19-18837","30 x 35","35 x 30",132.49,36.39,57.86,85.53,0.82,6.15,414.6,189,4.83
"642","30","20","IL19-18837 x IL19-3528","IL19-3528 x IL19-18837","30 x 20","20 x 30",132.48,36.63,57.86,85.13,0.85,7.04,411.63,285.5,1.86
"643","30","19","IL19-18837 x IL19-6946","IL19-6946 x IL19-18837","30 x 19","19 x 30",133.09,35.84,57.86,86.37,1.22,11.33,405.14,515,-4.63
"644","30","6","IL19-18837 x US16-IL-061-032","US16-IL-061-032 x IL19-18837","30 x 6","6 x 30",132.95,36.63,57.85,84.3,1.27,11.57,395.42,712,-14.35
"645","30","13","IL19-18837 x US16-IL-062-031","US16-IL-062-031 x IL19-18837","30 x 13","13 x 30",131.93,35.87,58.74,85.47,1.12,8.79,412.34,259,2.57
"646","30","29","IL19-18837 x US16-IL-062-109","US16-IL-062-109 x IL19-18837","30 x 29","29 x 30",133.64,35.77,57.94,86.38,1.15,9.56,406.36,475,-3.41
"647","30","18","IL19-18837 x US16-IL-063-063","US16-IL-063-063 x IL19-18837","30 x 18","18 x 30",132.53,34.99,57.71,83.52,1.12,12.51,393.35,727,-16.42
"648","30","27","IL19-18837 x US16-IL-064-095","US16-IL-064-095 x IL19-18837","30 x 27","27 x 30",133.3,36.02,58.23,85.03,1,9.26,405.68,500,-4.09
"649","30","34","IL19-18837 x US17-IL-108-039","US17-IL-108-039 x IL19-18837","30 x 34","34 x 30",135.43,35.75,57.91,87.49,1.07,11.15,402.74,583,-7.03
"650","30","39","IL19-18837 x US17-IL-108-070","US17-IL-108-070 x IL19-18837","30 x 39","39 x 30",134.59,36.36,58.46,85.24,1.01,11.96,398.41,673,-11.36
"651","32","10","IL19-21760 x IL19-22757","IL19-22757 x IL19-21760","32 x 10","10 x 32",132.03,35.93,58.27,84.44,0.97,12.22,407.35,442,-2.42
"652","32","31","IL19-21760 x IL19-23833","IL19-23833 x IL19-21760","32 x 31","31 x 32",132.84,36.28,57.99,85.85,0.95,13.1,409.48,371,-0.29
"653","32","28","IL19-21760 x IL19-27565","IL19-27565 x IL19-21760","32 x 28","28 x 32",132.97,36.67,58.62,83.99,0.72,8.52,407.57,431,-2.2
"654","32","35","IL19-21760 x IL19-3505","IL19-3505 x IL19-21760","32 x 35","35 x 32",131.53,36.2,57.68,85.26,0.82,9.4,412.45,256,2.68
"655","32","20","IL19-21760 x IL19-3528","IL19-3528 x IL19-21760","32 x 20","20 x 32",131.53,36.44,57.67,84.86,0.85,10.29,409.51,369,-0.26
"656","32","19","IL19-21760 x IL19-6946","IL19-6946 x IL19-21760","32 x 19","19 x 32",132.14,35.65,57.67,86.1,1.22,14.58,402.97,577,-6.8
"657","32","6","IL19-21760 x US16-IL-061-032","US16-IL-061-032 x IL19-21760","32 x 6","6 x 32",132,36.44,57.67,84.03,1.27,14.82,393.38,726,-16.39
"658","32","13","IL19-21760 x US16-IL-062-031","US16-IL-062-031 x IL19-21760","32 x 13","13 x 32",130.98,35.68,58.55,85.2,1.12,12.04,413.41,223,3.64
"659","32","29","IL19-21760 x US16-IL-062-109","US16-IL-062-109 x IL19-21760","32 x 29","29 x 32",132.69,35.58,57.75,86.11,1.15,12.8,404.17,542,-5.6
"660","32","18","IL19-21760 x US16-IL-063-063","US16-IL-063-063 x IL19-21760","32 x 18","18 x 32",131.58,34.8,57.52,83.25,1.12,15.75,391.36,733,-18.41
"661","32","27","IL19-21760 x US16-IL-064-095","US16-IL-064-095 x IL19-21760","32 x 27","27 x 32",132.35,35.84,58.04,84.76,1,12.51,406.75,463.5,-3.02
"662","32","34","IL19-21760 x US17-IL-108-039","US17-IL-108-039 x IL19-21760","32 x 34","34 x 32",134.48,35.56,57.73,87.22,1.07,14.39,400.49,638,-9.28
"663","32","39","IL19-21760 x US17-IL-108-070","US17-IL-108-070 x IL19-21760","32 x 39","39 x 32",133.64,36.17,58.27,84.97,1.01,15.21,399.49,655,-10.28
"664","10","31","IL19-22757 x IL19-23833","IL19-23833 x IL19-22757","10 x 31","31 x 10",132.97,37.37,58.87,86,1.1,11.96,407.97,418,-1.8
"665","10","28","IL19-22757 x IL19-27565","IL19-27565 x IL19-22757","10 x 28","28 x 10",133.1,37.77,59.5,84.13,0.87,7.38,405.91,494,-3.86
"666","10","35","IL19-22757 x IL19-3505","IL19-3505 x IL19-22757","10 x 35","35 x 10",131.67,37.29,58.56,85.41,0.97,8.26,416.29,152,6.52
"667","10","20","IL19-22757 x IL19-3528","IL19-3528 x IL19-22757","10 x 20","20 x 10",131.66,37.53,58.56,85,0.99,9.15,413.39,224,3.62
"668","10","19","IL19-22757 x IL19-6946","IL19-6946 x IL19-22757","10 x 19","19 x 10",132.27,36.75,58.56,86.24,1.36,13.44,406.89,457,-2.88
"669","10","6","IL19-22757 x US16-IL-061-032","US16-IL-061-032 x IL19-22757","10 x 6","6 x 10",132.13,37.54,58.55,84.18,1.41,13.68,397.33,698,-12.44
"670","10","13","IL19-22757 x US16-IL-062-031","US16-IL-062-031 x IL19-22757","10 x 13","13 x 10",131.12,36.78,59.44,85.34,1.26,10.9,411.72,282,1.95
"671","10","29","IL19-22757 x US16-IL-062-109","US16-IL-062-109 x IL19-22757","10 x 29","29 x 10",132.82,36.67,58.63,86.26,1.29,11.66,406.77,460,-3
"672","10","18","IL19-22757 x US16-IL-063-063","US16-IL-063-063 x IL19-22757","10 x 18","18 x 10",131.72,35.9,58.41,83.39,1.26,14.61,397.64,692,-12.13
"673","10","27","IL19-22757 x US16-IL-064-095","US16-IL-064-095 x IL19-22757","10 x 27","27 x 10",132.48,36.93,58.93,84.91,1.14,11.37,405.07,518,-4.7
"674","10","34","IL19-22757 x US17-IL-108-039","US17-IL-108-039 x IL19-22757","10 x 34","34 x 10",134.61,36.65,58.61,87.37,1.21,13.25,403.55,561,-6.22
"675","10","39","IL19-22757 x US17-IL-108-070","US17-IL-108-070 x IL19-22757","10 x 39","39 x 10",133.78,37.26,59.16,85.12,1.16,14.07,397.8,687.5,-11.97
"676","31","28","IL19-23833 x IL19-27565","IL19-27565 x IL19-23833","31 x 28","28 x 31",133.91,38.11,59.22,85.54,0.85,8.26,408.33,409,-1.44
"677","31","35","IL19-23833 x IL19-3505","IL19-3505 x IL19-23833","31 x 35","35 x 31",132.47,37.64,58.28,86.82,0.95,9.14,418.66,110,8.89
"678","31","20","IL19-23833 x IL19-3528","IL19-3528 x IL19-23833","31 x 20","20 x 31",132.47,37.88,58.28,86.41,0.98,10.04,415.74,165.5,5.97
"679","31","19","IL19-23833 x IL19-6946","IL19-6946 x IL19-23833","31 x 19","19 x 31",133.08,37.1,58.28,87.65,1.34,14.32,409.09,385,-0.68
"680","31","6","IL19-23833 x US16-IL-061-032","US16-IL-061-032 x IL19-23833","31 x 6","6 x 31",132.94,37.89,58.27,85.59,1.39,14.56,399.52,653,-10.25
"681","31","13","IL19-23833 x US16-IL-062-031","US16-IL-062-031 x IL19-23833","31 x 13","13 x 31",131.92,37.12,59.16,86.75,1.24,11.78,413.98,206,4.21
"682","31","29","IL19-23833 x US16-IL-062-109","US16-IL-062-109 x IL19-23833","31 x 29","29 x 31",133.63,37.02,58.35,87.67,1.27,12.55,409.01,388,-0.76
"683","31","18","IL19-23833 x US16-IL-063-063","US16-IL-063-063 x IL19-23833","31 x 18","18 x 31",132.52,36.24,58.13,84.8,1.24,15.5,399.86,645,-9.91
"684","31","27","IL19-23833 x US16-IL-064-095","US16-IL-064-095 x IL19-23833","31 x 27","27 x 31",133.29,37.28,58.65,86.32,1.12,12.25,407.36,441,-2.41
"685","31","34","IL19-23833 x US17-IL-108-039","US17-IL-108-039 x IL19-23833","31 x 34","34 x 31",135.42,37,58.33,88.78,1.19,14.14,405.79,497,-3.98
"686","31","39","IL19-23833 x US17-IL-108-070","US17-IL-108-070 x IL19-23833","31 x 39","39 x 31",134.58,37.61,58.88,86.52,1.14,14.95,400.06,642,-9.71
"687","28","35","IL19-27565 x IL19-3505","IL19-3505 x IL19-27565","28 x 35","35 x 28",132.6,38.04,58.91,84.95,0.72,4.56,416.57,146.5,6.8
"688","28","20","IL19-27565 x IL19-3528","IL19-3528 x IL19-27565","28 x 20","20 x 28",132.59,38.28,58.9,84.55,0.74,5.45,413.64,216,3.87
"689","28","19","IL19-27565 x IL19-6946","IL19-6946 x IL19-27565","28 x 19","19 x 28",133.2,37.49,58.9,85.79,1.11,9.73,407.29,444,-2.48
"690","28","6","IL19-27565 x US16-IL-061-032","US16-IL-061-032 x IL19-27565","28 x 6","6 x 28",133.07,38.28,58.9,83.72,1.16,9.98,397.57,695,-12.2
"691","28","13","IL19-27565 x US16-IL-062-031","US16-IL-062-031 x IL19-27565","28 x 13","13 x 28",132.05,37.52,59.78,84.89,1.01,7.2,412.03,270,2.26
"692","28","29","IL19-27565 x US16-IL-062-109","US16-IL-062-109 x IL19-27565","28 x 29","29 x 28",133.76,37.42,58.98,85.8,1.04,7.96,407.17,449,-2.6
"693","28","18","IL19-27565 x US16-IL-063-063","US16-IL-063-063 x IL19-27565","28 x 18","18 x 28",132.65,36.64,58.75,82.94,1.01,10.91,397.81,686,-11.96
"694","28","27","IL19-27565 x US16-IL-064-095","US16-IL-064-095 x IL19-27565","28 x 27","27 x 28",133.42,37.67,59.27,84.45,0.89,7.67,405.34,508,-4.43
"695","28","34","IL19-27565 x US17-IL-108-039","US17-IL-108-039 x IL19-27565","28 x 34","34 x 28",135.55,37.4,58.96,86.91,0.96,9.55,404.03,549,-5.74
"696","28","39","IL19-27565 x US17-IL-108-070","US17-IL-108-070 x IL19-27565","28 x 39","39 x 28",134.71,38.01,59.5,84.66,0.91,10.37,398.1,682,-11.67
"697","35","20","IL19-3505 x IL19-3528","IL19-3528 x IL19-3505","35 x 20","20 x 35",131.16,37.81,57.96,85.83,0.84,6.33,423.43,60,13.66
"698","35","19","IL19-3505 x IL19-6946","IL19-6946 x IL19-3505","35 x 19","19 x 35",131.77,37.02,57.96,87.06,1.21,10.62,416.91,137,7.14
"699","35","6","IL19-3505 x US16-IL-061-032","US16-IL-061-032 x IL19-3505","35 x 6","6 x 35",131.63,37.81,57.96,85,1.26,10.86,407.11,451,-2.66
"700","35","13","IL19-3505 x US16-IL-062-031","US16-IL-062-031 x IL19-3505","35 x 13","13 x 35",130.62,37.05,58.84,86.16,1.11,8.08,422.35,66,12.58
"701","35","29","IL19-3505 x US16-IL-062-109","US16-IL-062-109 x IL19-3505","35 x 29","29 x 35",132.32,36.95,58.04,87.08,1.14,8.85,417.45,122.5,7.68
"702","35","18","IL19-3505 x US16-IL-063-063","US16-IL-063-063 x IL19-3505","35 x 18","18 x 35",131.22,36.17,57.81,84.21,1.11,11.79,405.02,519,-4.75
"703","35","27","IL19-3505 x US16-IL-064-095","US16-IL-064-095 x IL19-3505","35 x 27","27 x 35",131.98,37.2,58.33,85.73,0.99,8.55,415.7,167,5.93
"704","35","34","IL19-3505 x US17-IL-108-039","US17-IL-108-039 x IL19-3505","35 x 34","34 x 35",134.11,36.93,58.02,88.19,1.06,10.43,414.28,196,4.51
"705","35","39","IL19-3505 x US17-IL-108-070","US17-IL-108-070 x IL19-3505","35 x 39","39 x 35",133.28,37.53,58.56,85.94,1,11.25,408.42,406,-1.35
