"","p1","p2","cross","reciprocal","cross_numb","reciprocal_numb","Heading","Height","TestWeight","Yield","DON","FDK","merit","ranking","relativeProfit"
"727","13","29","US16-IL-062-031 x US16-IL-062-109","US16-IL-062-109 x US16-IL-062-031","13 x 29","29 x 13",131.77,36.43,58.92,87.01,1.44,11.48,412.74,247,2.97
"728","13","18","US16-IL-062-031 x US16-IL-063-063","US16-IL-063-063 x US16-IL-062-031","13 x 18","18 x 13",130.66,35.65,58.69,84.14,1.41,14.43,403.67,555,-6.1
"729","13","27","US16-IL-062-031 x US16-IL-064-095","US16-IL-064-095 x US16-IL-062-031","13 x 27","27 x 13",131.43,36.68,59.21,85.66,1.28,11.18,411.11,314.5,1.34
"730","13","34","US16-IL-062-031 x US17-IL-108-039","US17-IL-108-039 x US16-IL-062-031","13 x 34","34 x 13",133.56,36.41,58.89,88.12,1.36,13.07,409.49,370,-0.28
"731","13","39","US16-IL-062-031 x US17-IL-108-070","US17-IL-108-070 x US16-IL-062-031","13 x 39","39 x 13",132.73,37.02,59.44,85.87,1.3,13.89,403.81,552,-5.96
"732","29","18","US16-IL-062-109 x US16-IL-063-063","US16-IL-063-063 x US16-IL-062-109","29 x 18","18 x 29",132.37,35.55,57.89,85.06,1.44,15.2,396.78,702,-12.99
"733","29","27","US16-IL-062-109 x US16-IL-064-095","US16-IL-064-095 x US16-IL-062-109","29 x 27","27 x 29",133.14,36.58,58.41,86.58,1.31,11.95,406.15,485,-3.62
"734","29","34","US16-IL-062-109 x US17-IL-108-039","US17-IL-108-039 x US16-IL-062-109","29 x 34","34 x 29",135.27,36.31,58.09,89.04,1.38,13.84,404.48,535,-5.29
"735","29","39","US16-IL-062-109 x US17-IL-108-070","US17-IL-108-070 x US16-IL-062-109","29 x 39","39 x 29",134.43,36.91,58.64,86.79,1.33,14.65,398.83,666,-10.94
"736","18","27","US16-IL-063-063 x US16-IL-064-095","US16-IL-064-095 x US16-IL-063-063","18 x 27","27 x 18",132.03,35.8,58.18,83.71,1.28,14.9,397.03,701,-12.74
"737","18","34","US16-IL-063-063 x US17-IL-108-039","US17-IL-108-039 x US16-IL-063-063","18 x 34","34 x 18",134.16,35.53,57.86,86.17,1.36,16.79,393.05,729,-16.72
"738","18","39","US16-IL-063-063 x US17-IL-108-070","US17-IL-108-070 x US16-IL-063-063","18 x 39","39 x 18",133.33,36.14,58.41,83.92,1.3,17.6,389.77,738,-20
"739","27","34","US16-IL-064-095 x US17-IL-108-039","US17-IL-108-039 x US16-IL-064-095","27 x 34","34 x 27",134.93,36.56,58.38,87.69,1.23,13.54,402.92,579.5,-6.85
"740","27","39","US16-IL-064-095 x US17-IL-108-070","US17-IL-108-070 x US16-IL-064-095","27 x 39","39 x 27",134.09,37.17,58.93,85.43,1.18,14.36,397.19,700,-12.58
"741","34","39","US17-IL-108-039 x US17-IL-108-070","US17-IL-108-070 x US17-IL-108-039","34 x 39","39 x 34",136.22,36.89,58.61,87.9,1.25,16.24,395.57,710,-14.2
"742","2","25","IL16-8048 x IL16-23972","IL16-23972 x IL16-8048","2 x 25","25 x 2",133.97,36.49,57.81,84.24,0.73,9.78,399.82,646,-9.95
"743","11","25","IL17-17739 x IL16-23972","IL16-23972 x IL17-17739","11 x 25","25 x 11",134.83,37.77,58.6,85.63,0.58,7.43,409.6,363,-0.17
"744","9","25","IL17-23902 x IL16-23972","IL16-23972 x IL17-23902","9 x 25","25 x 9",133.1,37.06,57.83,86.29,0.89,11.48,409.65,360,-0.12
"745","16","25","IL17-23904 x IL16-23972","IL16-23972 x IL17-23904","16 x 25","25 x 16",132.91,35.96,57.65,86,1.22,17.12,396.57,705,-13.2
"746","42","25","IL17-8620 x IL16-23972","IL16-23972 x IL17-8620","42 x 25","25 x 42",131.64,35.88,57.86,82.59,0.78,15.61,399.57,651.5,-10.2
"747","26","25","IL17-8626 x IL16-23972","IL16-23972 x IL17-8626","26 x 25","25 x 26",132.12,35.02,57.94,81.74,0.69,13.06,397.82,685,-11.95
"748","21","25","IL17-8831 x IL16-23972","IL16-23972 x IL17-8831","21 x 25","25 x 21",133.95,35.71,57.57,86.49,0.79,10.67,404.36,539,-5.41
"749","5","25","IL18-14535 x IL16-23972","IL16-23972 x IL18-14535","5 x 25","25 x 5",132.26,35.44,57.78,84.74,0.82,12.96,406.17,483.5,-3.6
"750","24","25","IL18-15372 x IL16-23972","IL16-23972 x IL18-15372","24 x 25","25 x 24",132.25,35.66,58.13,84.67,0.82,11.79,410.25,341,0.48
"751","36","25","IL18-22767 x IL16-23972","IL16-23972 x IL18-22767","36 x 25","25 x 36",133.43,36.17,57.49,86.3,0.82,11.92,403.24,574,-6.53
"752","12","25","IL18-22976 x IL16-23972","IL16-23972 x IL18-22976","12 x 25","25 x 12",134.63,37.13,57.86,87.07,0.81,12.37,407.4,438.5,-2.37
"753","15","25","IL18-23760 x IL16-23972","IL16-23972 x IL18-23760","15 x 25","25 x 15",133.96,36.2,57.99,85.72,0.8,11.05,407.69,427,-2.08
"754","17","25","IL18-4910 x IL16-23972","IL16-23972 x IL18-4910","17 x 25","25 x 17",132.76,36.26,58.46,83.27,0.57,10.36,406.52,471,-3.25
"755","3","25","IL18MSFRS-18 x IL16-23972","IL16-23972 x IL18MSFRS-18","3 x 25","25 x 3",134.52,36.36,57.91,88.57,0.7,9.41,419.68,100,9.91
"756","33","25","IL19-10123 x IL16-23972","IL16-23972 x IL19-10123","33 x 25","25 x 33",131.64,36.15,57.82,84.46,0.92,11.67,407.48,433.5,-2.29
"757","23","25","IL19-12830 x IL16-23972","IL16-23972 x IL19-12830","23 x 25","25 x 23",133.42,36.43,58.03,84.27,0.86,11.6,402.35,597,-7.42
"758","37","25","IL19-13713 x IL16-23972","IL16-23972 x IL19-13713","37 x 25","25 x 37",132.12,35.65,57.87,83.55,0.58,6.5,411.08,316,1.31
"759","14","25","IL19-13942 x IL16-23972","IL16-23972 x IL19-13942","14 x 25","25 x 14",131.13,35.72,57.78,82.44,0.64,8.59,406.76,461.5,-3.01
"760","7","25","IL19-13978 x IL16-23972","IL16-23972 x IL19-13978","7 x 25","25 x 7",131.58,35.95,57.97,82.91,0.76,10.25,406.74,465.5,-3.03
"761","4","25","IL19-14617 x IL16-23972","IL16-23972 x IL19-14617","4 x 25","25 x 4",130.96,35.96,57.78,86.16,0.95,12.1,417.03,131,7.26
"762","1","25","IL19-14856 x IL16-23972","IL16-23972 x IL19-14856","1 x 25","25 x 1",131.36,36.56,57.65,87.03,0.75,9.28,422,69,12.23
"763","38","25","IL19-15327 x IL16-23972","IL16-23972 x IL19-15327","38 x 25","25 x 38",133.32,36.83,57.51,85.39,0.74,8.52,403.64,557,-6.13
"764","8","25","IL19-18153 x IL16-23972","IL16-23972 x IL19-18153","8 x 25","25 x 8",133.3,35.37,57.85,86.09,0.74,10.46,411.55,289,1.78
"765","30","25","IL19-18837 x IL16-23972","IL16-23972 x IL19-18837","30 x 25","25 x 30",133.69,35.29,57.65,84.43,0.66,9.1,400.92,628,-8.85
"766","32","25","IL19-21760 x IL16-23972","IL16-23972 x IL19-21760","32 x 25","25 x 32",132.74,35.1,57.47,84.16,0.66,12.35,398.84,664.5,-10.93
"767","10","25","IL19-22757 x IL16-23972","IL16-23972 x IL19-22757","10 x 25","25 x 10",132.88,36.19,58.35,84.3,0.81,11.21,406.18,482,-3.59
"768","31","25","IL19-23833 x IL16-23972","IL16-23972 x IL19-23833","31 x 25","25 x 31",133.68,36.54,58.07,85.71,0.79,12.1,408.57,399,-1.2
"769","28","25","IL19-27565 x IL16-23972","IL16-23972 x IL19-27565","28 x 25","25 x 28",133.81,36.94,58.7,83.85,0.56,7.51,406.37,474,-3.4
"770","35","25","IL19-3505 x IL16-23972","IL16-23972 x IL19-3505","35 x 25","25 x 35",132.38,36.47,57.76,85.12,0.66,8.39,412.69,249,2.92
"771","20","25","IL19-3528 x IL16-23972","IL16-23972 x IL19-3528","20 x 25","25 x 20",132.37,36.71,57.75,84.72,0.69,9.29,409.72,354.5,-0.05
"772","19","25","IL19-6946 x IL16-23972","IL16-23972 x IL19-6946","19 x 25","25 x 19",132.98,35.92,57.75,85.96,1.05,13.57,403.27,573,-6.5
"773","6","25","US16-IL-061-032 x IL16-23972","IL16-23972 x US16-IL-061-032","6 x 25","25 x 6",132.84,36.71,57.75,83.89,1.1,13.81,393.57,723,-16.2
"774","13","25","US16-IL-062-031 x IL16-23972","IL16-23972 x US16-IL-062-031","13 x 25","25 x 13",131.82,35.95,58.63,85.06,0.95,11.03,412.28,262.5,2.51
"775","29","25","US16-IL-062-109 x IL16-23972","IL16-23972 x US16-IL-062-109","29 x 25","25 x 29",133.53,35.85,57.83,85.97,0.98,11.8,404.47,536,-5.3
"776","18","25","US16-IL-063-063 x IL16-23972","IL16-23972 x US16-IL-063-063","18 x 25","25 x 18",132.42,35.07,57.6,83.11,0.95,14.75,391.51,732,-18.26
"777","27","25","US16-IL-064-095 x IL16-23972","IL16-23972 x US16-IL-064-095","27 x 25","25 x 27",133.19,36.1,58.12,84.62,0.83,11.5,405.61,501,-4.16
"778","34","25","US17-IL-108-039 x IL16-23972","IL16-23972 x US17-IL-108-039","34 x 25","25 x 34",135.32,35.83,57.81,87.08,0.9,13.39,400.85,630,-8.92
"779","39","25","US17-IL-108-070 x IL16-23972","IL16-23972 x US17-IL-108-070","39 x 25","25 x 39",134.48,36.44,58.35,84.83,0.85,14.2,398.35,677,-11.42
"780","11","2","IL17-17739 x IL16-8048","IL16-8048 x IL17-17739","11 x 2","2 x 11",135.22,38.89,58.86,85.86,0.81,5.87,405.83,496,-3.94
"781","9","2","IL17-23902 x IL16-8048","IL16-8048 x IL17-23902","9 x 2","2 x 9",133.49,38.18,58.1,86.51,1.13,9.91,408.75,395,-1.02
"782","16","2","IL17-23904 x IL16-8048","IL16-8048 x IL17-23904","16 x 2","2 x 16",133.3,37.08,57.92,86.23,1.46,15.56,397.36,697,-12.41
"783","42","2","IL17-8620 x IL16-8048","IL16-8048 x IL17-8620","42 x 2","2 x 42",132.03,37,58.13,82.81,1.01,14.04,398.12,681,-11.65
"784","26","2","IL17-8626 x IL16-8048","IL16-8048 x IL17-8626","26 x 2","2 x 26",132.51,36.13,58.21,81.97,0.93,11.5,395.08,713,-14.69
"785","21","2","IL17-8831 x IL16-8048","IL16-8048 x IL17-8831","21 x 2","2 x 21",134.34,36.83,57.83,86.72,1.02,9.11,405.2,513,-4.57
"786","5","2","IL18-14535 x IL16-8048","IL16-8048 x IL18-14535","5 x 2","2 x 5",132.65,36.56,58.05,84.97,1.05,11.4,406.06,488,-3.71
"787","24","2","IL18-15372 x IL16-8048","IL16-8048 x IL18-15372","24 x 2","2 x 24",132.64,36.78,58.4,84.9,1.06,10.23,406.5,472,-3.27
"788","36","2","IL18-22767 x IL16-8048","IL16-8048 x IL18-22767","36 x 2","2 x 36",133.82,37.29,57.76,86.52,1.05,10.35,404.07,546.5,-5.7
"789","12","2","IL18-22976 x IL16-8048","IL16-8048 x IL18-22976","12 x 2","2 x 12",135.02,38.25,58.13,87.29,1.04,10.81,405.97,491,-3.8
"790","15","2","IL18-23760 x IL16-8048","IL16-8048 x IL18-23760","15 x 2","2 x 15",134.35,37.32,58.26,85.95,1.03,9.49,404.07,546.5,-5.7
"791","17","2","IL18-4910 x IL16-8048","IL16-8048 x IL18-4910","17 x 2","2 x 17",133.15,37.38,58.73,83.49,0.81,8.8,402.83,582,-6.94
"792","3","2","IL18MSFRS-18 x IL16-8048","IL16-8048 x IL18MSFRS-18","3 x 2","2 x 3",134.91,37.48,58.18,88.8,0.93,7.85,417.36,126,7.59
"793","33","2","IL19-10123 x IL16-8048","IL16-8048 x IL19-10123","33 x 2","2 x 33",132.03,37.27,58.09,84.69,1.16,10.11,406.74,465.5,-3.03
"794","23","2","IL19-12830 x IL16-8048","IL16-8048 x IL19-12830","23 x 2","2 x 23",133.81,37.55,58.3,84.5,1.1,10.04,398.61,671,-11.16
"795","37","2","IL19-13713 x IL16-8048","IL16-8048 x IL19-13713","37 x 2","2 x 37",132.51,36.77,58.14,83.77,0.82,4.94,409.57,365,-0.2
"796","14","2","IL19-13942 x IL16-8048","IL16-8048 x IL19-13942","14 x 2","2 x 14",131.52,36.84,58.05,82.66,0.88,7.03,406.75,463.5,-3.02
"797","7","2","IL19-13978 x IL16-8048","IL16-8048 x IL19-13978","7 x 2","2 x 7",131.97,37.07,58.24,83.13,1,8.69,403.61,558,-6.16
"798","4","2","IL19-14617 x IL16-8048","IL16-8048 x IL19-14617","4 x 2","2 x 4",131.35,37.08,58.05,86.39,1.18,10.54,416.96,135,7.19
"799","1","2","IL19-14856 x IL16-8048","IL16-8048 x IL19-14856","1 x 2","2 x 1",131.75,37.68,57.92,87.25,0.99,7.72,422.85,61,13.08
"800","38","2","IL19-15327 x IL16-8048","IL16-8048 x IL19-15327","38 x 2","2 x 38",133.71,37.95,57.78,85.62,0.98,6.96,404.46,537,-5.31
"801","8","2","IL19-18153 x IL16-8048","IL16-8048 x IL19-18153","8 x 2","2 x 8",133.69,36.49,58.12,86.31,0.97,8.9,410.33,334.5,0.56
"802","30","2","IL19-18837 x IL16-8048","IL16-8048 x IL19-18837","30 x 2","2 x 30",134.08,36.41,57.92,84.65,0.9,7.54,401.72,612,-8.05
"803","32","2","IL19-21760 x IL16-8048","IL16-8048 x IL19-21760","32 x 2","2 x 32",133.13,36.22,57.73,84.38,0.9,10.79,399.63,649,-10.14
"804","10","2","IL19-22757 x IL16-8048","IL16-8048 x IL19-22757","10 x 2","2 x 10",133.27,37.31,58.62,84.53,1.04,9.65,402.45,593,-7.32
"805","31","2","IL19-23833 x IL16-8048","IL16-8048 x IL19-23833","31 x 2","2 x 31",134.07,37.66,58.34,85.94,1.02,10.53,404.79,526,-4.98
"806","28","2","IL19-27565 x IL16-8048","IL16-8048 x IL19-27565","28 x 2","2 x 28",134.2,38.06,58.96,84.07,0.79,5.95,402.67,586,-7.1
"807","35","2","IL19-3505 x IL16-8048","IL16-8048 x IL19-3505","35 x 2","2 x 35",132.77,37.59,58.03,85.35,0.89,6.83,413.08,234.5,3.31
"808","20","2","IL19-3528 x IL16-8048","IL16-8048 x IL19-3528","20 x 2","2 x 20",132.76,37.83,58.02,84.95,0.92,7.72,410.17,344,0.4
"809","19","2","IL19-6946 x IL16-8048","IL16-8048 x IL19-6946","19 x 2","2 x 19",133.37,37.04,58.02,86.18,1.29,12,403.72,554,-6.05
"810","6","2","US16-IL-061-032 x IL16-8048","IL16-8048 x US16-IL-061-032","6 x 2","2 x 6",133.23,37.83,58.01,84.12,1.34,12.25,394.1,719,-15.67
"811","13","2","US16-IL-062-031 x IL16-8048","IL16-8048 x US16-IL-062-031","13 x 2","2 x 13",132.21,37.07,58.9,85.28,1.19,9.47,408.52,400,-1.25
"812","29","2","US16-IL-062-109 x IL16-8048","IL16-8048 x US16-IL-062-109","29 x 2","2 x 29",133.92,36.97,58.1,86.2,1.22,10.23,403.6,559,-6.17
"813","18","2","US16-IL-063-063 x IL16-8048","IL16-8048 x US16-IL-063-063","18 x 2","2 x 18",132.81,36.19,57.87,83.33,1.19,13.18,392.26,730,-17.51
"814","27","2","US16-IL-064-095 x IL16-8048","IL16-8048 x US16-IL-064-095","27 x 2","2 x 27",133.58,37.22,58.39,84.85,1.07,9.94,401.86,607.5,-7.91
"815","34","2","US17-IL-108-039 x IL16-8048","IL16-8048 x US17-IL-108-039","34 x 2","2 x 34",135.71,36.95,58.07,87.31,1.14,11.82,400.4,639,-9.37
"816","39","2","US17-IL-108-070 x IL16-8048","IL16-8048 x US17-IL-108-070","39 x 2","2 x 39",134.87,37.55,58.62,85.06,1.08,12.64,394.59,716,-15.18
"817","9","11","IL17-23902 x IL17-17739","IL17-17739 x IL17-23902","9 x 11","11 x 9",134.35,39.47,58.88,87.9,0.97,7.57,415.4,173,5.63
"818","16","11","IL17-23904 x IL17-17739","IL17-17739 x IL17-23904","16 x 11","11 x 16",134.16,38.37,58.7,87.62,1.3,13.21,405.31,509.5,-4.46
"819","42","11","IL17-8620 x IL17-17739","IL17-17739 x IL17-8620","42 x 11","11 x 42",132.88,38.29,58.92,84.2,0.86,11.69,404.57,531,-5.2
"820","26","11","IL17-8626 x IL17-17739","IL17-17739 x IL17-8626","26 x 11","11 x 26",133.37,37.42,59,83.36,0.77,9.15,401.54,616,-8.23
"821","21","11","IL17-8831 x IL17-17739","IL17-17739 x IL17-8831","21 x 11","11 x 21",135.2,38.12,58.62,88.11,0.87,6.76,414.77,186,5
"822","5","11","IL18-14535 x IL17-17739","IL17-17739 x IL18-14535","5 x 11","11 x 5",133.51,37.85,58.84,86.36,0.89,9.05,412.64,252,2.87
"823","24","11","IL18-15372 x IL17-17739","IL17-17739 x IL18-15372","24 x 11","11 x 24",133.5,38.06,59.18,86.29,0.9,7.88,413.08,234.5,3.31
"824","36","11","IL18-22767 x IL17-17739","IL17-17739 x IL18-22767","36 x 11","11 x 36",134.68,38.58,58.54,87.92,0.9,8,414.96,183,5.19
"825","12","11","IL18-22976 x IL17-17739","IL17-17739 x IL18-22976","12 x 11","11 x 12",135.87,39.54,58.91,88.68,0.89,8.46,412.68,250,2.91
"826","15","11","IL18-23760 x IL17-17739","IL17-17739 x IL18-23760","15 x 11","11 x 15",135.21,38.6,59.04,87.34,0.88,7.14,410.73,326,0.96
"827","17","11","IL18-4910 x IL17-17739","IL17-17739 x IL18-4910","17 x 11","11 x 17",134,38.67,59.51,84.88,0.65,6.45,409.43,373,-0.34
"828","3","11","IL18MSFRS-18 x IL17-17739","IL17-17739 x IL18MSFRS-18","3 x 11","11 x 3",135.76,38.77,58.96,90.19,0.78,5.5,424.2,48,14.43
"829","33","11","IL19-10123 x IL17-17739","IL17-17739 x IL19-10123","33 x 11","11 x 33",132.89,38.55,58.87,86.08,1,7.76,413.29,228,3.52
"830","23","11","IL19-12830 x IL17-17739","IL17-17739 x IL19-12830","23 x 11","11 x 23",134.67,38.83,59.08,85.89,0.94,7.69,405.17,514,-4.6
"831","37","11","IL19-13713 x IL17-17739","IL17-17739 x IL19-13713","37 x 11","11 x 37",133.36,38.06,58.92,85.16,0.66,2.59,416.22,155,6.45
"832","14","11","IL19-13942 x IL17-17739","IL17-17739 x IL19-13942","14 x 11","11 x 14",132.38,38.12,58.83,84.05,0.72,4.68,413.31,226,3.54
"833","7","11","IL19-13978 x IL17-17739","IL17-17739 x IL19-13978","7 x 11","11 x 7",132.83,38.36,59.02,84.52,0.84,6.34,410.14,346.5,0.37
"834","4","11","IL19-14617 x IL17-17739","IL17-17739 x IL19-14617","4 x 11","11 x 4",132.21,38.36,58.83,87.78,1.03,8.19,423.59,56,13.82
"835","1","11","IL19-14856 x IL17-17739","IL17-17739 x IL19-14856","1 x 11","11 x 1",132.61,38.97,58.7,88.64,0.83,5.37,431.04,12,21.27
"836","38","11","IL19-15327 x IL17-17739","IL17-17739 x IL19-15327","38 x 11","11 x 38",134.57,39.24,58.56,87.01,0.82,4.61,414.94,184,5.17
"837","8","11","IL19-18153 x IL17-17739","IL17-17739 x IL19-18153","8 x 11","11 x 8",134.54,37.78,58.9,87.71,0.82,6.55,417.02,132,7.25
"838","30","11","IL19-18837 x IL17-17739","IL17-17739 x IL19-18837","30 x 11","11 x 30",134.94,37.69,58.7,86.04,0.74,5.19,409.69,357.5,-0.08
"839","32","11","IL19-21760 x IL17-17739","IL17-17739 x IL19-21760","32 x 11","11 x 32",133.99,37.51,58.52,85.77,0.74,8.44,410.72,327.5,0.95
"840","10","11","IL19-22757 x IL17-17739","IL17-17739 x IL19-22757","10 x 11","11 x 10",134.12,38.6,59.4,85.92,0.89,7.3,409.03,386.5,-0.74
"841","31","11","IL19-23833 x IL17-17739","IL17-17739 x IL19-23833","31 x 11","11 x 31",134.93,38.95,59.12,87.33,0.87,8.18,411.43,296,1.66
"842","28","11","IL19-27565 x IL17-17739","IL17-17739 x IL19-27565","28 x 11","11 x 28",135.06,39.34,59.75,85.46,0.64,3.6,409.34,376.5,-0.43
"843","35","11","IL19-3505 x IL17-17739","IL17-17739 x IL19-3505","35 x 11","11 x 35",133.62,38.87,58.81,86.74,0.73,4.48,419.78,97,10.01
"844","20","11","IL19-3528 x IL17-17739","IL17-17739 x IL19-3528","20 x 11","11 x 20",133.62,39.11,58.8,86.34,0.76,5.37,416.83,142,7.06
"845","19","11","IL19-6946 x IL17-17739","IL17-17739 x IL19-6946","19 x 11","11 x 19",134.23,38.32,58.8,87.58,1.13,9.66,410.28,338.5,0.51
"846","6","11","US16-IL-061-032 x IL17-17739","IL17-17739 x US16-IL-061-032","6 x 11","11 x 6",134.09,39.12,58.8,85.51,1.18,9.9,400.54,637,-9.23
"847","13","11","US16-IL-062-031 x IL17-17739","IL17-17739 x US16-IL-062-031","13 x 11","11 x 13",133.07,38.35,59.68,86.67,1.03,7.12,415.09,179,5.32
"848","29","11","US16-IL-062-109 x IL17-17739","IL17-17739 x US16-IL-062-109","29 x 11","11 x 29",134.78,38.25,58.88,87.59,1.06,7.89,410.2,343,0.43
"849","18","11","US16-IL-063-063 x IL17-17739","IL17-17739 x US16-IL-063-063","18 x 11","11 x 18",133.67,37.47,58.65,84.72,1.03,10.83,400.83,631,-8.94
"850","27","11","US16-IL-064-095 x IL17-17739","IL17-17739 x US16-IL-064-095","27 x 11","11 x 27",134.44,38.51,59.17,86.24,0.91,7.59,408.44,404,-1.33
"851","34","11","US17-IL-108-039 x IL17-17739","IL17-17739 x US17-IL-108-039","34 x 11","11 x 34",136.57,38.23,58.86,88.7,0.98,9.47,407.07,454,-2.7
"852","39","11","US17-IL-108-070 x IL17-17739","IL17-17739 x US17-IL-108-070","39 x 11","11 x 39",135.73,38.84,59.4,86.45,0.92,10.29,401.15,627,-8.62
"853","16","9","IL17-23904 x IL17-23902","IL17-23902 x IL17-23904","16 x 9","9 x 16",132.43,37.66,57.93,88.27,1.62,17.25,406.76,461.5,-3.01
"854","42","9","IL17-8620 x IL17-23902","IL17-23902 x IL17-8620","42 x 9","9 x 42",131.16,37.58,58.15,84.86,1.17,15.74,407.62,429,-2.15
"855","26","9","IL17-8626 x IL17-23902","IL17-23902 x IL17-8626","26 x 9","9 x 26",131.64,36.71,58.23,84.01,1.09,13.2,404.69,529,-5.08
"856","21","9","IL17-8831 x IL17-23902","IL17-23902 x IL17-8831","21 x 9","9 x 21",133.47,37.4,57.85,88.76,1.18,10.8,414.82,185,5.05
"857","5","9","IL18-14535 x IL17-23902","IL17-23902 x IL18-14535","5 x 9","9 x 5",131.78,37.13,58.07,87.01,1.21,13.1,415.48,172,5.71
"858","24","9","IL18-15372 x IL17-23902","IL17-23902 x IL18-15372","24 x 9","9 x 24",131.77,37.35,58.41,86.94,1.22,11.92,415.94,161,6.17
"859","36","9","IL18-22767 x IL17-23902","IL17-23902 x IL18-22767","36 x 9","9 x 36",132.95,37.87,57.77,88.57,1.21,12.05,413.64,216,3.87
"860","12","9","IL18-22976 x IL17-23902","IL17-23902 x IL18-22976","12 x 9","9 x 12",134.15,38.82,58.15,89.34,1.2,12.5,415.3,174,5.53
"861","15","9","IL18-23760 x IL17-23902","IL17-23902 x IL18-23760","15 x 9","9 x 15",133.48,37.89,58.28,87.99,1.19,11.19,413.49,221,3.72
"862","17","9","IL18-4910 x IL17-23902","IL17-23902 x IL18-4910","17 x 9","9 x 17",132.28,37.96,58.74,85.54,0.97,10.49,412.47,255,2.7
"863","3","9","IL18MSFRS-18 x IL17-23902","IL17-23902 x IL18MSFRS-18","3 x 9","9 x 3",134.04,38.06,58.2,90.84,1.09,9.54,426.71,33,16.94
"864","33","9","IL19-10123 x IL17-23902","IL17-23902 x IL19-10123","33 x 9","9 x 33",131.16,37.84,58.11,86.73,1.32,11.81,416.15,157,6.38
"865","23","9","IL19-12830 x IL17-23902","IL17-23902 x IL19-12830","23 x 9","9 x 23",132.94,38.12,58.32,86.54,1.26,11.74,408.06,415,-1.71
"866","37","9","IL19-13713 x IL17-23902","IL17-23902 x IL19-13713","37 x 9","9 x 37",131.64,37.34,58.16,85.82,0.98,6.63,419.25,105.5,9.48
"867","14","9","IL19-13942 x IL17-23902","IL17-23902 x IL19-13942","14 x 9","9 x 14",130.65,37.41,58.06,84.71,1.04,8.73,416.42,150,6.65
"868","7","9","IL19-13978 x IL17-23902","IL17-23902 x IL19-13978","7 x 9","9 x 7",131.1,37.64,58.25,85.18,1.16,10.39,413.18,230,3.41
"869","4","9","IL19-14617 x IL17-23902","IL17-23902 x IL19-14617","4 x 9","9 x 4",130.48,37.65,58.07,88.43,1.34,12.23,426.28,36,16.51
"870","1","9","IL19-14856 x IL17-23902","IL17-23902 x IL19-14856","1 x 9","9 x 1",130.88,38.26,57.93,89.3,1.15,9.41,432.52,9,22.75
"871","38","9","IL19-15327 x IL17-23902","IL17-23902 x IL19-15327","38 x 9","9 x 38",132.84,38.52,57.79,87.66,1.14,8.65,414.16,200,4.39
"872","8","9","IL19-18153 x IL17-23902","IL17-23902 x IL19-18153","8 x 9","9 x 8",132.82,37.07,58.14,88.36,1.13,10.59,419.76,98,9.99
"873","30","9","IL19-18837 x IL17-23902","IL17-23902 x IL19-18837","30 x 9","9 x 30",133.21,36.98,57.94,86.7,1.06,9.24,411.55,289,1.78
"874","32","9","IL19-21760 x IL17-23902","IL17-23902 x IL19-21760","32 x 9","9 x 32",132.26,36.79,57.75,86.43,1.06,12.49,409.34,376.5,-0.43
"875","10","9","IL19-22757 x IL17-23902","IL17-23902 x IL19-22757","10 x 9","9 x 10",132.4,37.89,58.63,86.57,1.2,11.35,411.92,273,2.15
"876","31","9","IL19-23833 x IL17-23902","IL17-23902 x IL19-23833","31 x 9","9 x 31",133.2,38.24,58.35,87.98,1.19,12.23,414.19,198,4.42
"877","28","9","IL19-27565 x IL17-23902","IL17-23902 x IL19-27565","28 x 9","9 x 28",133.33,38.63,58.98,86.12,0.95,7.65,412.33,260,2.56
"878","35","9","IL19-3505 x IL17-23902","IL17-23902 x IL19-3505","35 x 9","9 x 35",131.89,38.16,58.04,87.39,1.05,8.53,422.63,63,12.86
"879","20","9","IL19-3528 x IL17-23902","IL17-23902 x IL19-3528","20 x 9","9 x 20",131.89,38.4,58.04,86.99,1.08,9.42,419.71,99,9.94
"880","19","9","IL19-6946 x IL17-23902","IL17-23902 x IL19-6946","19 x 9","9 x 19",132.5,37.61,58.04,88.23,1.45,13.7,412.98,237,3.21
"881","6","9","US16-IL-061-032 x IL17-23902","IL17-23902 x US16-IL-061-032","6 x 9","9 x 6",132.36,38.4,58.03,86.16,1.5,13.95,403.43,565,-6.34
"882","13","9","US16-IL-062-031 x IL17-23902","IL17-23902 x US16-IL-062-031","13 x 9","9 x 13",131.34,37.64,58.92,87.33,1.35,11.16,417.9,115,8.13
"883","29","9","US16-IL-062-109 x IL17-23902","IL17-23902 x US16-IL-062-109","29 x 9","9 x 29",133.05,37.54,58.12,88.24,1.38,11.93,412.92,241,3.15
"884","18","9","US16-IL-063-063 x IL17-23902","IL17-23902 x US16-IL-063-063","18 x 9","9 x 18",131.94,36.76,57.89,85.38,1.35,14.88,401.91,606,-7.86
"885","27","9","US16-IL-064-095 x IL17-23902","IL17-23902 x US16-IL-064-095","27 x 9","9 x 27",132.71,37.79,58.41,86.89,1.23,11.63,411.31,304,1.54
"886","34","9","US17-IL-108-039 x IL17-23902","IL17-23902 x US17-IL-108-039","34 x 9","9 x 34",134.84,37.52,58.09,89.35,1.3,13.52,409.67,359,-0.1
"887","39","9","US17-IL-108-070 x IL17-23902","IL17-23902 x US17-IL-108-070","39 x 9","9 x 39",134,38.13,58.64,87.1,1.24,14.34,403.98,550,-5.79
